code,ticker,name,sector,industry,quote_type,signal_month,status,months_active,rsi14,rsi5,diff,gc_month,gc_price,signal_month_close,current_price,change_from_signal_month_pct,return_since_gc_pct,per,forward_per,pbr,book_value,dividend_yield_pct,payout_ratio_pct,roe_pct,roa_pct,profit_margin_pct,operating_margin_pct,revenue_growth_pct,earnings_growth_pct,current_ratio,quick_ratio,debt_to_equity_pct,equity_ratio_pct,market_cap_oku,enterprise_value_oku,operating_cashflow_oku,free_cashflow_oku,total_cash_oku,total_debt_oku,ebitda_oku,beta,shares_outstanding_million,data_completeness_pct,next_earnings_date,earnings_date_start,earnings_date_end,ex_dividend_date,last_dividend_date,cosmos_focus,cosmos_focus_type
2154,2154.T,オープンアップグループ,,,,2026-06,CONTINUE,2,54.63,58.01,3.37,2026-05,1852.0,1917.0,1994.0,4.02,7.67,13.07,13.03,2.17,917.41,4.26,52.46,17.71,9.03,8.13,11.09,-8.9,15.9,1.3,1.12,12.83,64.25,1693.84,1629.32,173.04,98.5,165.07,100.03,193.36,0.62,84.95,100.0,2026-08-07,2026-08-07,2026-08-07,2026-06-29,2026-06-29,False,
6588,6588.T,東芝テック,,,,2026-06,CONTINUE,3,52.28,55.64,3.36,2026-04,2695.0,2837.0,2930.0,3.28,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6762,6762.T,ＴＤＫ,,,,2026-06,CONTINUE,2,68.88,72.18,3.3,2026-05,4108.0,3570.0,2968.0,-16.86,-27.75,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,BOTH
3092,3092.T,ＺＯＺＯ,,,,2026-06,NEW,1,32.42,35.72,3.29,2026-06,1149.0,1149.0,1193.0,3.83,3.83,22.03,6.97,9.88,120.76,3.35,72.08,46.64,22.46,20.99,25.54,8.7,17.3,1.61,1.52,18.73,53.86,10519.83,10055.84,525.31,395.86,694.16,200.0,769.54,0.59,881.8,100.0,2026-07-31,2026-07-31,2026-07-31,2026-09-29,2027-03-30,False,
9434,9434.T,ソフトバンク,,,,2026-06,NEW,1,45.32,48.6,3.27,2026-06,208.1,208.1,220.5,5.96,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
268A,268A.T,リガク・ホールディングス,,,,2026-06,CONTINUE,6,80.65,83.91,3.26,2026-01,1206.0,2500.0,2266.0,-9.36,87.89,53.19,,5.87,386.19,84.0,44.1,11.64,5.1,10.72,3.52,-13.0,-82.6,2.28,1.46,73.59,47.73,5130.74,5516.35,105.68,9.18,256.91,643.42,198.34,,226.42,92.0,2026-08-07,2026-08-07,2026-08-07,2026-12-29,2026-12-29,False,
6340,6340.T,澁谷工業,,,,2026-06,CONTINUE,2,74.36,77.58,3.22,2026-05,3890.0,4430.0,4140.0,-6.55,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,MVP
3107,3107.T,ダイワボウホールディングス,,,,2026-06,CONTINUE,2,77.03,80.23,3.21,2026-05,3422.0,3449.0,3392.0,-1.65,-0.88,9.37,11.35,1.74,1953.99,3.24,29.0,19.89,6.12,2.37,3.27,6.6,5.4,1.53,1.25,10.82,36.75,2928.16,2680.28,145.69,25.99,451.52,183.69,461.92,0.36,86.33,100.0,2026-08-06,2026-08-06,2026-08-06,2026-09-29,2027-03-30,False,
6363,6363.T,酉島製作所,,,,2026-06,CONTINUE,12,66.15,69.3,3.15,2025-07,2183.0,2797.0,2759.0,-1.36,26.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
2337,2337.T,いちご,,,,2026-06,NEW,1,57.65,60.78,3.13,2026-06,440.0,440.0,431.0,-2.05,-2.05,10.78,12.25,1.57,275.02,3.6,28.74,15.23,2.83,18.94,24.66,-15.9,31.4,4.3,0.69,290.37,26.77,1689.42,4532.37,,,342.63,3166.56,243.7,,391.98,88.0,2026-07-15,2026-10-14,2026-10-14,2027-02-25,2027-02-25,False,
3901,3901.T,マークラインズ,,,,2026-06,CONTINUE,3,20.36,23.49,3.13,2026-04,1477.0,1227.0,1338.0,9.05,-9.41,11.52,9.05,2.72,492.62,3.89,44.77,23.47,15.0,27.39,36.97,-7.4,-2.6,1.88,1.79,,74.19,170.55,135.12,,,35.82,0.0,21.68,0.59,12.75,88.0,,2025-08-04,2025-08-08,2026-12-29,2026-12-29,False,
2910,2910.T,ロック・フィールド,,,,2026-06,CONTINUE,4,33.08,36.2,3.12,2026-03,1403.0,1314.0,1363.0,3.73,-2.85,356.81,28.94,1.25,1094.54,2.2,633.25,0.34,1.39,0.19,0.61,0.9,,3.36,3.09,3.35,81.87,356.3,234.34,23.15,6.38,131.55,9.59,27.06,0.19,26.14,96.0,,2025-06-10,2025-06-10,2026-10-29,2027-04-28,False,
6535,6535.T,アイモバイル,,,,2026-06,NEW,1,46.92,50.0,3.08,2026-06,518.0,518.0,527.0,1.74,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
9041,9041.T,近鉄グループホールディングス,,,,2026-06,CONTINUE,10,58.0,61.05,3.06,2025-09,3083.0,3375.0,3475.0,2.96,12.71,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6525,6525.T,KOKUSAI ELECTRIC,,,,2026-06,CONTINUE,3,77.29,80.27,2.98,2026-04,6378.0,10855.0,8801.0,-18.92,37.99,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
8079,8079.T,正栄食品工業,,,,2026-06,NEW,1,51.97,54.95,2.98,2026-06,4125.0,4125.0,4350.0,5.45,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6194,6194.T,アトラエ,,,,2026-06,NEW,1,50.82,53.77,2.95,2026-06,708.0,708.0,823.0,16.24,16.24,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6266,6266.T,タツモ,,,,2026-06,CONTINUE,3,81.58,84.49,2.91,2026-04,2904.0,4710.0,4610.0,-2.12,58.75,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,MVP
417A,417A.T,ブルーゾーンホールディングス,,,,2026-06,CONTINUE,4,43.85,46.75,2.9,2026-03,1897.0,1752.0,1767.0,0.86,-6.85,15.24,,1.8,980.24,1.81,94.9,12.41,5.71,2.9,-0.4,14.6,,0.83,0.57,44.02,46.65,3597.34,4024.68,470.71,127.36,543.23,906.57,530.88,0.22,203.58,92.0,2026-08-10,2026-08-10,2026-08-10,2026-09-29,2027-03-30,False,
2585,2585.T,ライフドリンク   カンパニー,,,,2026-06,NEW,1,49.15,51.93,2.79,2026-06,1647.0,1647.0,1418.0,-13.9,-13.9,21.37,15.92,4.47,316.99,1.06,21.08,22.56,8.29,6.57,5.88,19.9,-23.8,0.82,0.49,138.31,34.95,735.79,927.68,49.51,-96.16,35.61,227.5,75.32,-0.25,51.89,100.0,,2025-05-13,2025-05-13,2027-03-30,2027-03-30,False,
4025,4025.T,多木化学,,,,2026-06,CONTINUE,4,72.47,75.25,2.78,2026-03,4250.0,4670.0,4855.0,3.96,14.24,12.48,,0.9,5389.56,1.65,15.42,8.17,3.34,7.96,8.8,9.2,27.1,2.71,1.65,2.81,65.32,405.27,352.24,,,69.77,12.73,48.2,0.4,8.35,88.0,,2025-07-29,2025-08-04,2026-12-29,2026-12-29,False,
8008,8008.T,ヨンドシーホールディングス,,,,2026-06,CONTINUE,8,70.88,73.66,2.78,2025-11,1766.0,1945.0,2112.0,8.59,19.59,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
4063,4063.T,信越化学工業,,,,2026-06,CONTINUE,13,75.13,77.8,2.67,2025-06,4772.0,7008.0,7157.0,2.13,49.98,28.33,21.71,2.98,2404.48,1.48,41.98,10.68,7.03,18.43,21.44,1.3,-6.2,5.94,4.19,5.24,78.85,133098.35,120638.68,7126.51,2293.46,16670.95,2432.95,8781.79,1.08,1859.69,100.0,2026-07-24,2026-07-24,2026-07-24,2026-03-30,2026-03-30,False,
6871,6871.T,日本マイクロニクス,,,,2026-06,CONTINUE,3,75.68,78.3,2.62,2026-04,12960.0,16640.0,13970.0,-16.05,7.79,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
8630,8630.T,ＳＯＭＰＯホールディングス,,,,2026-06,NEW,1,72.8,75.36,2.55,2026-06,6238.0,6238.0,6630.0,6.28,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
2004,2004.T,昭和産業,,,,2026-06,NEW,1,60.03,62.5,2.47,2026-06,3390.0,3390.0,3540.0,4.42,4.42,10.83,11.5,0.77,4593.95,3.95,35.21,7.4,2.81,3.16,2.39,2.7,38.7,1.4,0.74,37.16,54.29,1150.39,1667.18,180.09,40.64,83.53,567.11,222.86,0.04,32.5,100.0,,2025-08-04,2025-08-08,2026-09-29,2027-03-30,False,
6905,6905.T,コーセル,,,,2026-06,CONTINUE,2,65.53,67.97,2.44,2026-05,1565.0,1503.0,1259.0,-16.23,-19.55,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,BOTH
4548,4548.T,生化学工業,,,,2026-06,CONTINUE,11,50.77,53.16,2.39,2025-08,661.0,717.0,730.0,1.81,10.44,27.03,14.75,0.53,1379.01,4.11,111.15,1.98,-0.48,4.02,-0.25,8.8,,5.34,3.08,0.47,87.21,398.6,252.64,-13.47,-92.85,149.52,3.56,15.11,0.21,54.6,96.0,,2025-08-04,2025-08-08,2026-09-29,2027-03-30,False,
4776,4776.T,サイボウズ,,,,2026-06,NEW,1,41.8,44.15,2.36,2026-06,2259.0,2259.0,2566.0,13.59,13.59,16.75,41.12,6.77,379.12,1.95,26.11,50.23,27.56,19.2,29.31,17.0,21.5,1.75,1.56,0.18,59.08,1164.03,1106.64,,,80.81,0.32,133.33,0.53,45.36,92.0,2026-08-13,2026-08-13,2026-08-13,2026-12-29,2026-12-29,False,
4980,4980.T,デクセリアルズ,,,,2026-06,CONTINUE,2,76.5,78.85,2.35,2026-05,4038.0,4254.0,3509.0,-17.51,-13.1,21.93,22.94,5.37,652.87,1.82,36.24,27.29,15.42,24.61,32.59,14.2,56.5,1.31,1.0,15.09,66.24,5877.93,5876.42,275.44,68.49,166.55,165.04,467.07,0.72,167.51,100.0,2026-08-04,2026-08-04,2026-08-04,2026-09-29,2027-03-30,False,
5844,5844.T,京都フィナンシャルグループ,,,,2026-06,CONTINUE,16,97.72,100.0,2.28,2025-03,2275.5,4494.0,4384.0,-2.45,92.66,12.94,31.52,1.1,3999.34,2.51,23.61,8.72,0.81,29.95,42.34,561.3,1335.1,,,,9.61,12384.93,10145.2,-11225.65,,9192.5,6942.07,,0.19,282.5,80.0,2026-07-31,2026-07-31,2026-07-31,2026-09-29,2027-03-30,False,
7821,7821.T,前田工繊,,,,2026-06,NEW,1,41.27,43.53,2.26,2026-06,1760.0,1760.0,1836.0,4.32,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6507,6507.T,シンフォニアテクノロジー,,,,2026-06,CONTINUE,3,70.48,72.69,2.21,2026-04,14250.0,15930.0,13540.0,-15.0,-4.98,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,BREAKOUT
6981,6981.T,村田製作所,,,,2026-06,CONTINUE,3,90.55,92.76,2.21,2026-04,5156.0,11395.0,7632.0,-33.02,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,BOTH
6866,6866.T,日置電機,,,,2026-06,CONTINUE,10,87.86,90.03,2.16,2025-09,6080.0,12180.0,10840.0,-11.0,78.29,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
3191,3191.T,ジョイフル本田,,,,2026-06,NEW,1,63.25,65.38,2.14,2026-06,2263.0,2263.0,2300.0,1.63,1.63,14.08,17.13,1.11,2081.1,3.65,42.23,7.94,3.72,7.17,6.36,,,2.69,1.38,8.83,73.56,1386.29,1256.81,,,240.2,110.72,,-0.09,60.27,80.0,,2025-07-31,2025-08-04,2026-06-18,2026-06-18,False,
5301,5301.T,東海カーボン,,,,2026-06,CONTINUE,2,77.81,79.94,2.13,2026-05,1780.0,1714.5,1615.5,-5.77,-9.24,17.18,18.46,1.09,1483.69,2.48,31.9,6.72,2.47,5.76,7.76,1.7,-48.6,2.66,1.55,58.16,47.94,3449.19,4973.16,,,862.92,2042.55,555.34,0.71,213.51,92.0,2026-08-05,2026-08-05,2026-08-05,2026-12-29,2026-12-29,True,BREAKOUT
4452,4452.T,花王,,,,2026-06,CONTINUE,2,54.58,56.7,2.12,2026-05,3057.5,3223.0,3308.0,2.64,8.19,28.49,12.79,2.79,1185.51,2.36,66.4,11.93,6.3,7.49,10.87,6.0,39.3,1.76,1.06,21.83,56.75,29925.55,29891.69,2028.12,1079.27,2748.4,2408.49,2398.24,0.18,904.64,100.0,2026-08-05,2026-08-05,2026-08-05,2026-12-29,2026-12-29,False,
6278,6278.T,ユニオンツール,,,,2026-06,CONTINUE,2,82.02,84.13,2.1,2026-05,22020.0,22520.0,17250.0,-23.4,-21.66,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
5232,5232.T,住友大阪セメント,,,,2026-06,CONTINUE,2,74.47,76.56,2.09,2026-05,5439.0,6071.0,5363.0,-11.66,-1.4,15.34,11.25,0.87,6162.74,2.24,34.33,5.81,2.39,5.01,8.62,11.3,121.4,1.2,0.78,43.66,53.95,1699.6,2423.87,345.39,-1.44,166.33,864.21,372.71,0.51,31.69,100.0,2026-08-04,2026-08-04,2026-08-04,2026-09-29,2027-03-30,True,BREAKOUT
4071,4071.T,プラスアルファ・コンサルティング,,,,2026-06,NEW,1,73.94,75.96,2.02,2026-06,2673.0,2673.0,2396.0,-10.36,-10.36,25.58,18.93,6.31,379.47,2.09,30.99,29.79,27.27,21.51,41.12,14.4,22.8,5.01,4.9,,79.39,1015.96,861.09,54.89,50.06,154.59,0.0,76.5,0.75,42.4,96.0,,2025-05-15,2025-05-15,2026-09-29,2026-09-29,False,
4967,4967.T,小林製薬,,,,2026-06,CONTINUE,7,50.07,52.09,2.02,2025-12,5428.0,5450.0,5527.0,1.41,1.82,112.36,23.41,1.97,2810.31,1.92,211.43,1.48,3.38,1.84,3.9,3.2,-36.2,3.04,2.35,0.35,76.64,4108.7,3465.78,,,650.29,7.27,226.03,0.26,74.34,92.0,2026-08-06,2026-08-06,2026-08-06,2026-12-29,2026-12-29,False,
2212,2212.T,山崎製パン,,,,2026-06,NEW,1,44.31,46.3,2.0,2026-06,3207.0,3207.0,3372.0,5.14,5.14,16.31,17.4,1.44,2347.18,1.78,29.02,9.09,4.44,3.16,5.47,4.7,9.2,1.34,1.13,19.44,49.35,6639.63,6469.66,,,1682.61,998.43,1084.02,-0.42,196.9,92.0,2026-07-31,2026-07-31,2026-07-31,2026-12-29,2026-12-29,False,
6800,6800.T,ヨコオ,,,,2026-06,CONTINUE,12,89.94,91.92,1.98,2025-07,1579.0,6110.0,4300.0,-29.62,172.32,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6508,6508.T,明電舎,,,,2026-06,CONTINUE,3,85.63,87.53,1.9,2026-04,8460.0,9770.0,8470.0,-13.31,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
8218,8218.T,コメリ,,,,2026-06,NEW,1,62.04,63.93,1.89,2026-06,3555.0,3555.0,3525.0,-0.84,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
9104,9104.T,商船三井,,,,2026-06,CONTINUE,6,54.62,56.36,1.74,2026-01,4839.0,5213.0,5609.0,7.6,15.91,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6997,6997.T,日本ケミコン,,,,2026-06,CONTINUE,2,88.79,90.52,1.73,2026-05,5080.0,5490.0,3160.0,-42.44,-37.8,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,BOTH
8622,8622.T,水戸証券,,,,2026-06,CONTINUE,7,65.82,67.5,1.68,2025-12,554.0,657.0,713.0,8.52,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
3561,3561.T,力の源ホールディングス,,,,2026-06,CONTINUE,3,69.08,70.71,1.63,2026-04,1473.0,1535.0,1618.0,5.41,9.84,26.59,19.88,4.02,402.31,1.48,32.91,16.06,7.53,5.04,7.52,6.7,-22.0,1.96,1.58,16.97,60.35,487.11,431.78,27.78,12.81,75.88,20.55,32.92,0.21,30.11,100.0,,2025-08-12,2025-08-18,2026-09-29,2027-03-30,False,
4462,4462.T,石原ケミカル,,,,2026-06,CONTINUE,10,72.37,74.01,1.63,2025-09,2000.0,3340.0,2929.0,-12.31,46.45,13.48,20.77,1.62,1809.29,1.64,20.25,12.74,8.43,12.66,20.0,5.9,95.0,4.87,4.27,,82.4,400.26,274.83,32.7,20.35,125.43,0.0,44.36,0.62,13.67,96.0,,2025-07-23,2025-07-28,2026-09-29,2027-03-30,False,
4922,4922.T,コーセーホールディングス,,,,2026-06,CONTINUE,12,36.41,37.84,1.42,2025-07,5826.0,5023.0,5472.0,8.94,-6.08,20.66,16.79,1.11,4913.08,2.56,52.86,3.66,2.1,3.11,1.32,-0.9,-92.0,3.35,1.98,3.59,72.23,3104.6,2689.5,,,734.75,107.73,257.91,0.01,56.74,92.0,2026-08-06,2026-08-06,2026-08-06,2026-12-29,2026-12-29,False,
5757,5757.T,ＣＫサンエツ,,,,2026-06,CONTINUE,5,72.1,73.52,1.42,2026-02,4730.0,5290.0,5190.0,-1.89,9.73,12.0,,0.78,6651.25,1.93,20.82,7.08,9.59,2.4,13.55,39.9,195.7,2.36,1.06,21.07,56.31,428.5,624.89,29.65,-6.39,12.92,131.98,165.58,0.56,8.26,96.0,,2025-08-12,2025-08-18,2026-09-29,2027-03-30,True,BOTH
4062,4062.T,イビデン,,,,2026-06,CONTINUE,3,87.78,89.13,1.35,2026-04,13480.0,23815.0,15685.0,-34.14,16.36,72.99,50.77,7.96,1969.85,22.0,11.63,12.17,3.56,15.31,14.06,18.6,247.3,2.1,1.7,35.69,57.27,43799.66,42905.34,1064.07,-476.82,2956.81,1989.13,1243.95,1.71,279.25,100.0,2026-08-04,2026-08-04,2026-08-04,2026-09-29,2027-03-30,True,BREAKOUT
6823,6823.T,リオン,,,,2026-06,CONTINUE,6,80.31,81.57,1.27,2026-01,2739.0,3880.0,3440.0,-11.34,25.59,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6407,6407.T,ＣＫＤ,,,,2026-06,CONTINUE,3,77.04,78.28,1.25,2026-04,6040.0,7470.0,6280.0,-15.93,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,BREAKOUT
5344,5344.T,ＭＡＲＵＷＡ,,,,2026-06,CONTINUE,6,73.19,74.43,1.24,2026-01,47640.0,70800.0,54630.0,-22.84,14.67,37.17,28.38,4.58,11933.82,20.0,6.93,13.2,10.24,24.39,35.46,18.9,10.5,6.95,5.54,,90.52,6741.26,6069.41,169.33,-81.5,671.85,0.0,303.1,0.78,12.34,96.0,2026-07-29,2026-07-29,2026-07-29,2026-09-29,2027-03-30,False,
9983,9983.T,ファーストリテイリング,,,,2026-06,CONTINUE,9,79.72,80.93,1.21,2025-10,56660.0,82810.0,78840.0,-4.79,39.15,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6753,6753.T,シャープ,,,,2026-06,NEW,1,38.03,39.23,1.2,2026-06,651.3,651.3,627.3,-3.68,-3.68,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
9831,9831.T,ヤマダホールディングス,,,,2026-06,CONTINUE,2,73.69,74.89,1.2,2026-05,624.5,657.7,698.6,6.22,11.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,BOTH
6143,6143.T,ソディック,,,,2026-06,CONTINUE,7,78.26,79.43,1.16,2025-12,961.0,1927.0,1703.0,-11.62,77.21,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
4933,4933.T,Ｉ－ｎｅ,,,,2026-06,CONTINUE,2,34.41,35.52,1.11,2026-05,1297.0,1159.0,1212.0,4.57,-6.55,10.19,7.3,1.16,1043.98,1.24,12.62,11.49,6.57,3.77,6.14,12.4,-53.8,2.69,1.91,31.7,50.3,215.56,208.31,,,84.16,63.2,57.74,0.02,17.79,92.0,,2025-08-08,2025-08-08,2026-12-29,2026-12-29,False,
8739,8739.T,スパークス・グループ,,,,2026-06,CONTINUE,7,75.22,76.3,1.09,2025-12,1620.0,2200.0,2240.0,1.82,38.27,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
7915,7915.T,ＮＩＳＳＨＡ,,,,2026-06,CONTINUE,12,54.77,55.84,1.07,2025-07,1346.0,1364.0,1330.0,-2.49,-1.19,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
7388,7388.T,ＦＰパートナー,,,,2026-06,CONTINUE,9,39.17,40.2,1.03,2025-10,2265.0,2148.0,2195.0,2.19,-3.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
9001,9001.T,東武鉄道,,,,2026-06,CONTINUE,5,59.64,60.65,1.01,2026-02,3146.0,2923.5,3054.0,4.46,-2.92,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
8167,8167.T,リテールパートナーズ,,,,2026-06,NEW,1,48.22,49.22,1.0,2026-06,1345.0,1345.0,1353.0,0.59,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
7453,7453.T,良品計画,,,,2026-06,CONTINUE,2,62.71,63.7,0.99,2026-05,3883.0,3539.0,4259.0,20.34,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
8750,8750.T,第一ライフグループ,,,,2026-06,CONTINUE,5,75.44,76.43,0.99,2026-02,1611.0,1778.5,1799.0,1.15,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,BREAKOUT
2207,2207.T,ｍｅｉｔｏ,,,,2026-06,CONTINUE,12,78.99,79.84,0.85,2025-07,2120.0,3230.0,3130.0,-3.1,47.64,17.09,,0.82,3813.15,2.56,30.02,5.24,0.84,10.54,-0.66,3.1,-48.0,1.71,0.97,28.45,61.97,510.25,650.38,-7.08,-128.99,36.74,176.87,32.71,0.13,16.3,96.0,,2025-08-07,2025-08-12,2026-09-29,2027-03-30,False,
4212,4212.T,積水樹脂,,,,2026-06,NEW,1,68.7,69.49,0.79,2026-06,2575.0,2575.0,2605.0,1.17,1.17,19.96,,0.79,3311.86,2.76,55.17,4.12,2.52,5.09,10.33,4.7,-9.9,2.19,1.63,14.1,69.61,780.64,758.76,79.94,6.85,183.02,142.58,97.18,0.39,29.97,96.0,,2025-07-28,2025-08-01,2026-09-29,2027-03-30,False,
6071,6071.T,ＩＢＪ,,,,2026-06,NEW,1,57.0,57.79,0.79,2026-06,778.0,778.0,838.0,7.71,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
285A,285A.T,キオクシアホールディングス,,,,2026-06,CONTINUE,3,96.09,96.87,0.78,2026-04,37560.0,89680.0,52110.0,-41.89,38.74,51.55,,20.34,2561.74,,0.0,51.9,16.43,23.72,59.38,188.9,1866.8,1.47,1.04,89.57,37.91,285168.07,292319.9,6165.4,2092.85,4778.98,12531.89,11474.83,,547.24,88.0,2026-07-31,2026-07-31,2026-07-31,,,True,BREAKOUT
7637,7637.T,白銅,,,,2026-06,CONTINUE,6,69.09,69.87,0.78,2026-01,2342.0,3380.0,3240.0,-4.14,38.34,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
8141,8141.T,新光商事,,,,2026-06,CONTINUE,12,90.31,91.07,0.76,2025-07,994.0,1590.0,1605.0,0.94,61.47,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
4968,4968.T,荒川化学工業,,,,2026-06,CONTINUE,11,77.24,77.99,0.75,2025-08,1128.0,2101.0,2161.0,2.86,91.58,19.49,12.61,0.69,3143.14,2.41,45.06,1.14,1.06,2.68,1.32,3.6,130.8,1.41,0.84,68.84,49.47,428.71,699.39,41.76,7.89,105.95,407.8,80.88,0.5,19.84,100.0,,2025-07-31,2025-08-04,2026-09-29,2027-03-30,False,
9962,9962.T,ミスミグループ本社,,,,2026-06,CONTINUE,12,78.3,78.99,0.7,2025-07,2192.0,3994.0,3632.0,-9.06,65.69,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
3028,3028.T,アルペン,,,,2026-06,NEW,1,33.85,34.53,0.68,2026-06,2048.0,2048.0,2194.0,7.13,7.13,18.22,17.09,0.69,3194.93,2.73,41.53,3.91,2.0,1.68,-113.48,6.6,11.2,1.51,0.27,19.14,58.83,822.74,959.17,,,92.82,229.25,140.46,0.18,37.5,92.0,,2025-08-06,2025-08-12,2026-06-29,2026-06-29,False,
4568,4568.T,第一三共,,,,2026-06,NEW,1,36.79,37.47,0.68,2026-06,2608.5,2608.5,2791.0,7.0,7.0,19.88,19.44,3.05,914.56,3.58,55.57,15.81,3.56,12.24,-3.59,13.7,-50.4,2.51,1.4,21.03,41.55,50786.52,48912.49,776.55,-2637.86,4498.07,3500.51,2900.45,-0.16,1819.65,100.0,2026-07-31,2026-07-31,2026-07-31,2026-09-29,2027-03-30,False,
6387,6387.T,サムコ,,,,2026-06,CONTINUE,15,87.19,87.72,0.53,2025-04,2382.0,13860.0,9990.0,-27.92,319.4,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
3964,3964.T,オークネット,,,,2026-06,NEW,1,91.22,91.73,0.51,2026-06,1364.0,1364.0,1403.0,2.86,2.86,21.6,7.94,4.74,296.07,2.99,40.82,24.58,12.4,9.14,17.74,13.8,10.0,1.84,1.41,,51.88,1272.81,1063.22,,,212.26,0.0,105.76,0.19,90.72,88.0,,2025-08-06,2025-08-11,2026-12-29,2026-12-29,False,
6376,6376.T,日機装,,,,2026-06,CONTINUE,17,99.52,100.0,0.48,2025-02,1196.0,4050.0,3820.0,-5.68,219.4,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
8273,8273.T,イズミ,,,,2026-06,NEW,1,36.48,36.89,0.41,2026-06,961.0,961.0,1006.0,4.68,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
6966,6966.T,三井ハイテック,,,,2026-06,CONTINUE,2,60.92,61.32,0.4,2026-05,1022.0,953.0,892.0,-6.4,-12.72,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,True,MVP
8283,8283.T,ＰＡＬＴＡＣ,,,,2026-06,CONTINUE,2,83.42,83.79,0.37,2026-05,6630.0,6640.0,6607.0,-0.5,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
9824,9824.T,泉州電業,,,,2026-06,CONTINUE,8,75.91,76.25,0.34,2025-11,4775.0,7030.0,6500.0,-7.54,36.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
7475,7475.T,アルビス,,,,2026-06,NEW,1,35.89,36.19,0.3,2026-06,2470.0,2470.0,2585.0,4.66,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
3151,3151.T,バイタルケーエスケー・ホールディングス,,,,2026-06,CONTINUE,8,60.0,60.29,0.29,2025-11,1324.0,1514.0,1635.0,7.99,23.49,10.74,,0.67,2423.09,4.28,45.96,6.6,0.81,1.21,0.66,4.5,73.2,1.06,0.86,5.71,36.57,785.44,642.46,48.33,23.77,229.53,67.79,80.78,0.25,48.04,96.0,,2025-08-04,2025-08-08,2026-09-29,2027-03-30,False,
7745,7745.T,Ａ＆Ｄホロンホールディングス,,,,2026-06,CONTINUE,7,71.57,71.84,0.27,2025-12,2041.0,2873.0,2762.0,-3.86,35.33,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,False,
